ngram,count,total_words,frequency
und,550,13344,0.04121702637889688
mit,371,13344,0.02780275779376499
in,345,13344,0.02585431654676259
man,275,13344,0.02060851318944844
1,222,13344,0.016636690647482015
die,190,13344,0.014238609112709832
2,184,13344,0.013788968824940047
oder,146,13344,0.010941247002398081
es,130,13344,0.00974220623501199
sie,127,13344,0.009517386091127098
pfund,120,13344,0.008992805755395683
etwas,118,13344,0.008842925659472423
wasser,110,13344,0.008243405275779377
eine,108,13344,0.008093525179856115
salz,106,13344,0.007943645083932853
nnd,103,13344,0.007718824940047961
gibt,102,13344,0.007643884892086331
werden,100,13344,0.00749400479616307
butter,99,13344,0.007419064748201439
wird,96,13344,0.007194244604316547
zu,93,13344,0.006969424460431655
gramm,90,13344,0.006744604316546762
ein,90,13344,0.006744604316546762
den,89,13344,0.006669664268585132
milch,85,13344,0.006369904076738609
zucker,82,13344,0.006145083932853717
mehl,77,13344,0.005770383693045563
4,75,13344,0.005620503597122302
der,70,13344,0.005245803357314149
3,69,13344,0.005170863309352518
uud,67,13344,0.005020983213429257
dazu,64,13344,0.004796163069544364
dann,64,13344,0.004796163069544364
liter,64,13344,0.004796163069544364
läßt,58,13344,0.00434652278177458
fett,58,13344,0.00434652278177458
kartoffeln,56,13344,0.004196642685851319
gut,56,13344,0.004196642685851319
das,51,13344,0.0038219424460431656
nebst,51,13344,0.0038219424460431656
von,50,13344,0.003747002398081535
auf,48,13344,0.0035971223021582736
dem,44,13344,0.0032973621103117505
eier,44,13344,0.0032973621103117505
kochen,43,13344,0.00322242206235012
wenn,43,13344,0.00322242206235012
ei,43,13344,0.00322242206235012
rahm,42,13344,0.003147482014388489
macht,41,13344,0.0030725419664268585
für,40,13344,0.002997601918465228
lassen,40,13344,0.002997601918465228
eßlöffel,39,13344,0.002922661870503597
aus,38,13344,0.0028477218225419665
weich,37,13344,0.002772781774580336
zwiebel,37,13344,0.002772781774580336
ist,36,13344,0.002697841726618705
kocht,36,13344,0.002697841726618705
einen,34,13344,0.002547961630695444
tasse,34,13344,0.002547961630695444
petersilie,34,13344,0.002547961630695444
kann,33,13344,0.0024730215827338128
5,33,13344,0.0024730215827338128
salzwasser,33,13344,0.0024730215827338128
einer,32,13344,0.002398081534772182
einige,32,13344,0.002398081534772182
daran,32,13344,0.002398081534772182
durch,31,13344,0.0023231414868105514
salat,31,13344,0.0023231414868105514
an,30,13344,0.0022482014388489208
gekocht,30,13344,0.0022482014388489208
im,30,13344,0.0022482014388489208
pfeffer,29,13344,0.00217326139088729
hat,29,13344,0.00217326139088729
so,29,13344,0.00217326139088729
einem,28,13344,0.0020983213429256594
geschnitten,28,13344,0.0020983213429256594
gedämpft,28,13344,0.0020983213429256594
ihn,27,13344,0.0020233812949640288
ge,27,13344,0.0020233812949640288
teig,27,13344,0.0020233812949640288
z,26,13344,0.0019484412470023981
eigelb,26,13344,0.0019484412470023981
schnee,26,13344,0.0019484412470023981
tomaten,26,13344,0.0019484412470023981
noch,25,13344,0.0018735011990407674
personen,25,13344,0.0018735011990407674
stunde,25,13344,0.0018735011990407674
tisch,25,13344,0.0018735011990407674
darunter,25,13344,0.0018735011990407674
form,25,13344,0.0018735011990407674
^,25,13344,0.0018735011990407674
wenig,24,13344,0.0017985611510791368
sehr,23,13344,0.001723621103117506
rührt,23,13344,0.001723621103117506
über,23,13344,0.001723621103117506
reis,23,13344,0.001723621103117506
rühren,23,13344,0.001723621103117506
mau,23,13344,0.001723621103117506
auch,23,13344,0.001723621103117506
ohne,22,13344,0.0016486810551558752
ofen,22,13344,0.0016486810551558752
grieß,22,13344,0.0016486810551558752
zimt,21,13344,0.0015737410071942446
masse,21,13344,0.0015737410071942446
tunke,21,13344,0.0015737410071942446
backen,20,13344,0.001498800959232614
saft,20,13344,0.001498800959232614
darüber,20,13344,0.001498800959232614
backpulver,20,13344,0.001498800959232614
bis,20,13344,0.001498800959232614
schnittlauch,20,13344,0.001498800959232614
essig,20,13344,0.001498800959232614
er,20,13344,0.001498800959232614
fein,20,13344,0.001498800959232614
gewaschen,20,13344,0.001498800959232614
i,19,13344,0.0014238609112709833
wie,19,13344,0.0014238609112709833
darauf,19,13344,0.0014238609112709833
backt,19,13344,0.0014238609112709833
nimmt,18,13344,0.0013489208633093526
kalt,18,13344,0.0013489208633093526
schneidet,18,13344,0.0013489208633093526
zwiebeln,18,13344,0.0013489208633093526
ganze,18,13344,0.0013489208633093526
fisch,18,13344,0.0013489208633093526
gerührt,18,13344,0.0013489208633093526
eiweiß,18,13344,0.0013489208633093526
gemüse,18,13344,0.0013489208633093526
zn,18,13344,0.0013489208633093526
stückchen,18,13344,0.0013489208633093526
nachdem,18,13344,0.0013489208633093526
zitrone,17,13344,0.001273980815347722
hinein,17,13344,0.001273980815347722
gebacken,17,13344,0.001273980815347722
anrichten,17,13344,0.001273980815347722
fleischbrühe,17,13344,0.001273980815347722
minuten,17,13344,0.001273980815347722
iu,17,13344,0.001273980815347722
nicht,17,13344,0.001273980815347722
erbsen,17,13344,0.001273980815347722
scheiben,16,13344,0.001199040767386091
x,16,13344,0.001199040767386091
schaumig,16,13344,0.001199040767386091
unter,16,13344,0.001199040767386091
8,16,13344,0.001199040767386091
nach,16,13344,0.001199040767386091
6,16,13344,0.001199040767386091
leicht,15,13344,0.0011241007194244604
eipulver,15,13344,0.0011241007194244604
legt,15,13344,0.0011241007194244604
gelbe,15,13344,0.0011241007194244604
zum,15,13344,0.0011241007194244604
geben,15,13344,0.0011241007194244604
ziehen,15,13344,0.0011241007194244604
alles,15,13344,0.0011241007194244604
kochkiste,15,13344,0.0011241007194244604
dies,15,13344,0.0011241007194244604
käse,15,13344,0.0011241007194244604
brühe,15,13344,0.0011241007194244604
geriebene,14,13344,0.0010491606714628297
kipsle,14,13344,0.0010491606714628297
füllt,14,13344,0.0010491606714628297
flaschen,14,13344,0.0010491606714628297
verrührt,14,13344,0.0010491606714628297
schneiden,13,13344,0.0009742206235011991
haferflocken,13,13344,0.0009742206235011991
sind,13,13344,0.0009742206235011991
kleine,13,13344,0.0009742206235011991
stunden,13,13344,0.0009742206235011991
feuer,13,13344,0.0009742206235011991
stellt,13,13344,0.0009742206235011991
zitronensaft,13,13344,0.0009742206235011991
ab,13,13344,0.0009742206235011991
päckchen,13,13344,0.0009742206235011991
gemacht,13,13344,0.0009742206235011991
muskat,13,13344,0.0009742206235011991
bntter,13,13344,0.0009742206235011991
ebenso,13,13344,0.0009742206235011991
zncker,12,13344,0.0008992805755395684
belieben,12,13344,0.0008992805755395684
ans,12,13344,0.0008992805755395684
gekochte,12,13344,0.0008992805755395684
10,12,13344,0.0008992805755395684
rüben,12,13344,0.0008992805755395684
schmeckt,12,13344,0.0008992805755395684
tassen,12,13344,0.0008992805755395684
sich,12,13344,0.0008992805755395684
als,12,13344,0.0008992805755395684
fülle,12,13344,0.0008992805755395684
fleisch,12,13344,0.0008992805755395684
bißchen,12,13344,0.0008992805755395684
am,12,13344,0.0008992805755395684
geschält,12,13344,0.0008992805755395684
ivo,12,13344,0.0008992805755395684
eiern,12,13344,0.0008992805755395684
damit,12,13344,0.0008992805755395684
öl,11,13344,0.0008243405275779376
schoppen,11,13344,0.0008243405275779376
schüssel,11,13344,0.0008243405275779376
aufs,11,13344,0.0008243405275779376
gestellt,11,13344,0.0008243405275779376
kartoffelmehl,11,13344,0.0008243405275779376
sieb,11,13344,0.0008243405275779376
tut,11,13344,0.0008243405275779376
salzkartoffeln,11,13344,0.0008243405275779376
nehmen,11,13344,0.0008243405275779376
ganz,11,13344,0.0008243405275779376
würfel,11,13344,0.0008243405275779376
kaffeelöffel,10,13344,0.000749400479616307
obst,10,13344,0.000749400479616307
maschine,10,13344,0.000749400479616307
blech,10,13344,0.000749400479616307
vom,10,13344,0.000749400479616307
bereitet,10,13344,0.000749400479616307
ich,10,13344,0.000749400479616307
nelken,10,13344,0.000749400479616307
rohe,10,13344,0.000749400479616307
kommt,10,13344,0.000749400479616307
vt,10,13344,0.000749400479616307
bohnen,9,13344,0.0006744604316546763
pfuud,9,13344,0.0006744604316546763
seiht,9,13344,0.0006744604316546763
dämpft,9,13344,0.0006744604316546763
zitron,9,13344,0.0006744604316546763
v2,9,13344,0.0006744604316546763
röstet,9,13344,0.0006744604316546763
nudeln,9,13344,0.0006744604316546763
gelb,9,13344,0.0006744604316546763
halb,9,13344,0.0006744604316546763
stehen,9,13344,0.0006744604316546763
schnitten,9,13344,0.0006744604316546763
langsam,9,13344,0.0006744604316546763
topf,9,13344,0.0006744604316546763
wieder,9,13344,0.0006744604316546763
>,9,13344,0.0006744604316546763
60,9,13344,0.0006744604316546763
gefüllt,9,13344,0.0006744604316546763
heiß,9,13344,0.0006744604316546763
dick,9,13344,0.0006744604316546763
aal,9,13344,0.0006744604316546763
klöße,9,13344,0.0006744604316546763
diese,9,13344,0.0006744604316546763
bestreut,9,13344,0.0006744604316546763
kuchen,9,13344,0.0006744604316546763
machen,9,13344,0.0006744604316546763
besten,9,13344,0.0006744604316546763
große,9,13344,0.0006744604316546763
chen,8,13344,0.0005995203836930455
pfennig,8,13344,0.0005995203836930455
kochende,8,13344,0.0005995203836930455
daß,8,13344,0.0005995203836930455
kartoffel,8,13344,0.0005995203836930455
20,8,13344,0.0005995203836930455
kachel,8,13344,0.0005995203836930455
grüne,8,13344,0.0005995203836930455
füllen,8,13344,0.0005995203836930455
geröstete,8,13344,0.0005995203836930455
sein,8,13344,0.0005995203836930455
lauch,8,13344,0.0005995203836930455
12,8,13344,0.0005995203836930455
darin,8,13344,0.0005995203836930455
oben,8,13344,0.0005995203836930455
vermengt,8,13344,0.0005995203836930455
50,8,13344,0.0005995203836930455
kakao,8,13344,0.0005995203836930455
nehme,8,13344,0.0005995203836930455
15,8,13344,0.0005995203836930455
erkaltet,8,13344,0.0005995203836930455
ol,8,13344,0.0005995203836930455
gefüllte,8,13344,0.0005995203836930455
nur,8,13344,0.0005995203836930455
gelegt,7,13344,0.0005245803357314149
kaninchen,7,13344,0.0005245803357314149
pfannkuchen,7,13344,0.0005245803357314149
sellerie,7,13344,0.0005245803357314149
gewiegt,7,13344,0.0005245803357314149
stellen,7,13344,0.0005245803357314149
geschälte,7,13344,0.0005245803357314149
handvoll,7,13344,0.0005245803357314149
dazn,7,13344,0.0005245803357314149
spinat,7,13344,0.0005245803357314149
kraut,7,13344,0.0005245803357314149
gebrauch,7,13344,0.0005245803357314149
warm,7,13344,0.0005245803357314149
kipfle,7,13344,0.0005245803357314149
geschnittene,7,13344,0.0005245803357314149
gebe,7,13344,0.0005245803357314149
verwendet,7,13344,0.0005245803357314149
suppe,7,13344,0.0005245803357314149
angemacht,7,13344,0.0005245803357314149
vor,7,13344,0.0005245803357314149
saure,7,13344,0.0005245803357314149
tun,7,13344,0.0005245803357314149
andern,7,13344,0.0005245803357314149
spätzle,7,13344,0.0005245803357314149
viel,7,13344,0.0005245803357314149
dicken,7,13344,0.0005245803357314149
vanille,7,13344,0.0005245803357314149
kompott,7,13344,0.0005245803357314149
abschmecken,7,13344,0.0005245803357314149
schwarzmehl,7,13344,0.0005245803357314149
setzt,7,13344,0.0005245803357314149
blumenkohl,7,13344,0.0005245803357314149
zitronen,7,13344,0.0005245803357314149
zusammen,6,13344,0.0004496402877697842
sauren,6,13344,0.0004496402877697842
ziemlich,6,13344,0.0004496402877697842
braten,6,13344,0.0004496402877697842
ver,6,13344,0.0004496402877697842
gebutterte,6,13344,0.0004496402877697842
kräuter,6,13344,0.0004496402877697842
schale,6,13344,0.0004496402877697842
dreht,6,13344,0.0004496402877697842
brei,6,13344,0.0004496402877697842
ausgewellt,6,13344,0.0004496402877697842
aufkochen,6,13344,0.0004496402877697842
davon,6,13344,0.0004496402877697842
richtet,6,13344,0.0004496402877697842
100,6,13344,0.0004496402877697842
getrieben,6,13344,0.0004496402877697842
nacht,6,13344,0.0004496402877697842
reibt,6,13344,0.0004496402877697842
art,6,13344,0.0004496402877697842
voll,6,13344,0.0004496402877697842
bindet,6,13344,0.0004496402877697842
zitronat,6,13344,0.0004496402877697842
6v,6,13344,0.0004496402877697842
rösten,6,13344,0.0004496402877697842
vs,6,13344,0.0004496402877697842
schüttet,6,13344,0.0004496402877697842
3v,6,13344,0.0004496402877697842
getan,6,13344,0.0004496402877697842
spatzen,6,13344,0.0004496402877697842
eingeweicht,6,13344,0.0004496402877697842
entfernt,6,13344,0.0004496402877697842
bei,6,13344,0.0004496402877697842
pfnnd,6,13344,0.0004496402877697842
löffel,6,13344,0.0004496402877697842
kabeljau,6,13344,0.0004496402877697842
kalte,6,13344,0.0004496402877697842
tag,6,13344,0.0004496402877697842
tie,6,13344,0.0004496402877697842
schön,6,13344,0.0004496402877697842
stück,6,13344,0.0004496402877697842
paprika,6,13344,0.0004496402877697842
feingeschnittene,6,13344,0.0004496402877697842
glatt,6,13344,0.0004496402877697842
schellfisch,6,13344,0.0004496402877697842
wirsing,6,13344,0.0004496402877697842
gerieben,6,13344,0.0004496402877697842
psund,6,13344,0.0004496402877697842
weißwein,6,13344,0.0004496402877697842
äpfel,6,13344,0.0004496402877697842
beeren,6,13344,0.0004496402877697842
längliche,5,13344,0.0003747002398081535
kurz,5,13344,0.0003747002398081535
beim,5,13344,0.0003747002398081535
brötchen,5,13344,0.0003747002398081535
halbe,5,13344,0.0003747002398081535
darein,5,13344,0.0003747002398081535
dünn,5,13344,0.0003747002398081535
würzen,5,13344,0.0003747002398081535
lasse,5,13344,0.0003747002398081535
rote,5,13344,0.0003747002398081535
pilze,5,13344,0.0003747002398081535
dämpfen,5,13344,0.0003747002398081535
buttertunke,5,13344,0.0003747002398081535
drückt,5,13344,0.0003747002398081535
gedämpfte,5,13344,0.0003747002398081535
abgezogen,5,13344,0.0003747002398081535
weichgekocht,5,13344,0.0003747002398081535
brauner,5,13344,0.0003747002398081535
?,5,13344,0.0003747002398081535
wein,5,13344,0.0003747002398081535
braun,5,13344,0.0003747002398081535
frisch,5,13344,0.0003747002398081535
grüner,5,13344,0.0003747002398081535
heißer,5,13344,0.0003747002398081535
inzwischen,5,13344,0.0003747002398081535
braune,5,13344,0.0003747002398081535
gegeben,5,13344,0.0003747002398081535
makkaroni,5,13344,0.0003747002398081535
lage,5,13344,0.0003747002398081535
mengen,5,13344,0.0003747002398081535
gesalzen,5,13344,0.0003747002398081535
nudelbrett,5,13344,0.0003747002398081535
7,5,13344,0.0003747002398081535
schält,5,13344,0.0003747002398081535
lorbeerblatt,5,13344,0.0003747002398081535
braucht,5,13344,0.0003747002398081535
marmelade,5,13344,0.0003747002398081535
geputzt,5,13344,0.0003747002398081535
prise,5,13344,0.0003747002398081535
schmälzt,5,13344,0.0003747002398081535
beides,5,13344,0.0003747002398081535
