ngram,count,total_words,frequency
0,566,16766,0.033758797566503636
1,335,16766,0.019980913754026004
und,279,16766,0.016640820708576882
in,261,16766,0.015567219372539664
die,253,16766,0.015090063223189789
mit,252,16766,0.015030418704521055
eßl,246,16766,0.014672551592508649
wasser,211,16766,0.012584993439102946
der,184,16766,0.010974591435047119
^,165,16766,0.009841345580341167
salz,159,16766,0.009483478468328761
das,159,16766,0.009483478468328761
oder,158,16766,0.009423833949660025
zu,148,16766,0.008827388762972684
2,131,16766,0.007813431945604198
man,120,16766,0.0071573422402481214
z,118,16766,0.0070380532029106525
fett,117,16766,0.0069784086842419185
min,109,16766,0.006501252534892044
ist,106,16766,0.006322318978885841
4,104,16766,0.006203029941548372
kochen,104,16766,0.006203029941548372
waschen,97,16766,0.005785518310867231
10,96,16766,0.005725873792198497
kartoffeln,95,16766,0.005666229273529762
lassen,90,16766,0.005368006680186091
g,89,16766,0.005308362161517356
übertrag,84,16766,0.005010139568173685
std,84,16766,0.005010139568173685
den,82,16766,0.0048908505308362165
fleisch,81,16766,0.004831206012167482
zubereitung,80,16766,0.004771561493498748
nicht,76,16766,0.00453298341882381
für,75,16766,0.004473338900155076
zwiebel,75,16766,0.004473338900155076
i,74,16766,0.004413694381486342
dem,74,16766,0.004413694381486342
es,73,16766,0.004354049862817607
vorbereitung,71,16766,0.004234760825480138
zucker,70,16766,0.004175116306811404
zum,69,16766,0.00411547178814267
schneiden,69,16766,0.00411547178814267
bereitungszeit,67,16766,0.003996182750805201
werden,65,16766,0.003876893713467732
mehl,62,16766,0.003697960157461529
30,60,16766,0.0035786711201240607
01,58,16766,0.003459382082786592
von,57,16766,0.0033997375641178574
3,55,16766,0.003280448526780389
auf,55,16766,0.003280448526780389
wenn,53,16766,0.0031611594894429204
im,52,16766,0.003101514970774186
wird,50,16766,0.002982225933436717
milch,49,16766,0.002922581414767983
12,48,16766,0.0028629368960992486
j,48,16766,0.0028629368960992486
v,47,16766,0.002803292377430514
sie,47,16766,0.002803292377430514
kochzeit,46,16766,0.0027436478587617797
schälen,46,16766,0.0027436478587617797
so,46,16766,0.0027436478587617797
20,46,16766,0.0027436478587617797
abschmecken,45,16766,0.0026840033400930456
gut,42,16766,0.0025050697840868423
anmerkung,42,16766,0.0025050697840868423
essig,42,16766,0.0025050697840868423
knapp,41,16766,0.0024454252654181083
sich,41,16766,0.0024454252654181083
aus,41,16766,0.0024454252654181083
des,40,16766,0.002385780746749374
auch,40,16766,0.002385780746749374
an,40,16766,0.002385780746749374
kaltem,39,16766,0.0023261362280806394
>,39,16766,0.0023261362280806394
nach,39,16766,0.0023261362280806394
dann,39,16766,0.0023261362280806394
15,38,16766,0.002266491709411905
petersilie,38,16766,0.002266491709411905
l,38,16766,0.002266491709411905
personen,38,16766,0.002266491709411905
kann,37,16766,0.002206847190743171
am,37,16766,0.002206847190743171
5,37,16766,0.002206847190743171
pfd,36,16766,0.0021472026720744364
pr,36,16766,0.0021472026720744364
ein,36,16766,0.0021472026720744364
pfeffer,36,16766,0.0021472026720744364
mahlzeit,36,16766,0.0021472026720744364
muß,34,16766,0.0020279136347369675
kostet,34,16766,0.0020279136347369675
sind,32,16766,0.001908624597399499
bei,32,16766,0.001908624597399499
würfel,30,16766,0.0017893355600620304
02,30,16766,0.0017893355600620304
unter,30,16766,0.0017893355600620304
tun,30,16766,0.0017893355600620304
noch,30,16766,0.0017893355600620304
etwas,30,16766,0.0017893355600620304
eine,30,16766,0.0017893355600620304
08,29,16766,0.001729691041393296
durch,28,16766,0.0016700465227245617
wiegen,28,16766,0.0016700465227245617
40,28,16766,0.0016700465227245617
k,28,16766,0.0016700465227245617
sehr,27,16766,0.0016104020040558272
weil,27,16766,0.0016104020040558272
45,27,16766,0.0016104020040558272
übertragen,27,16766,0.0016104020040558272
rühren,26,16766,0.001550757485387093
05,26,16766,0.001550757485387093
heringe,26,16766,0.001550757485387093
nochmals,25,16766,0.0014911129667183585
schalenkartoffeln,25,16766,0.0014911129667183585
6,25,16766,0.0014911129667183585
speck,25,16766,0.0014911129667183585
06,24,16766,0.0014314684480496243
ansetzen,24,16766,0.0014314684480496243
eier,24,16766,0.0014314684480496243
brötchen,24,16766,0.0014314684480496243
flüssigkeit,24,16766,0.0014314684480496243
vor,24,16766,0.0014314684480496243
h,23,16766,0.0013718239293808898
beiguß,23,16766,0.0013718239293808898
ziehen,23,16766,0.0013718239293808898
zeit,23,16766,0.0013718239293808898
14,23,16766,0.0013718239293808898
klöße,22,16766,0.0013121794107121556
kl,22,16766,0.0013121794107121556
langsam,22,16766,0.0013121794107121556
brühe,22,16766,0.0013121794107121556
teel,22,16766,0.0013121794107121556
als,21,16766,0.0012525348920434211
äpfel,21,16766,0.0012525348920434211
11,21,16766,0.0012525348920434211
bis,21,16766,0.0012525348920434211
wie,21,16766,0.0012525348920434211
zimt,20,16766,0.001192890373374687
16,20,16766,0.001192890373374687
