ngram,count,total_words,frequency
und,337,10663,0.031604614086092095
mit,227,10663,0.021288567945231172
l,226,10663,0.021194785707586983
die,190,10663,0.017818625152396135
1,162,10663,0.015192722498358811
i,158,10663,0.01481759354778205
in,157,10663,0.01472381131013786
2,152,10663,0.01425490012191691
werden,146,10663,0.013692206696051768
oder,131,10663,0.012285473131388915
der,126,10663,0.011816561943167964
man,121,10663,0.011347650754947014
kartoffeln,119,10663,0.011160086279658633
wasser,111,10663,0.01040982837850511
3,111,10663,0.01040982837850511
salz,107,10663,0.01003469942792835
wird,102,10663,0.0095657882397074
fett,102,10663,0.0095657882397074
4,76,10663,0.007127450060958455
das,73,10663,0.006846103348025884
sie,70,10663,0.006564756635093314
zu,66,10663,0.0061896276845165524
von,63,10663,0.005908280971583982
milch,62,10663,0.005814498733939792
zucker,62,10663,0.005814498733939792
zum,61,10663,0.005720716496295602
den,56,10663,0.005251805308074651
mehl,54,10663,0.00506424083278627
fleisch,50,10663,0.00468911188220951
dem,47,10663,0.004407765169276939
zwiebel,47,10663,0.004407765169276939
5,46,10663,0.0043139829316327484
ger,44,10663,0.004126418456344368
z,44,10663,0.004126418456344368
a,43,10663,0.004032636218700178
kann,42,10663,0.003938853981055988
pfeffer,42,10663,0.003938853981055988
für,41,10663,0.0038450717434117977
es,41,10663,0.0038450717434117977
pellkartoffeln,40,10663,0.0037512895057676076
pfd,39,10663,0.0036575072681234175
ist,38,10663,0.0035637250304792274
kartoffel,38,10663,0.0035637250304792274
gekocht,37,10663,0.003469942792835037
auf,36,10663,0.003376160555190847
std,36,10663,0.003376160555190847
nach,35,10663,0.003282378317546657
gemüse,33,10663,0.0030948138422582762
sind,33,10663,0.0030948138422582762
>,32,10663,0.003001031604614086
im,31,10663,0.002907249366969896
ii,29,10663,0.0027196848916815155
speck,29,10663,0.0027196848916815155
aus,29,10663,0.0027196848916815155
tl,29,10663,0.0027196848916815155
kochen,29,10663,0.0027196848916815155
auch,29,10663,0.0027196848916815155
pr,28,10663,0.0026259026540373254
kartoffelmehl,28,10663,0.0026259026540373254
eine,28,10663,0.0026259026540373254
durch,28,10663,0.0026259026540373254
dann,27,10663,0.002532120416393135
nnd,27,10663,0.002532120416393135
ein,27,10663,0.002532120416393135
des,25,10663,0.002344555941104755
^,25,10663,0.002344555941104755
bis,23,10663,0.0021569914658163742
obst,23,10663,0.0021569914658163742
an,23,10663,0.0021569914658163742
essig,22,10663,0.002063209228172184
gebraten,21,10663,0.001969426990527994
muß,21,10663,0.001969426990527994
nicht,21,10663,0.001969426990527994
kartoffelbrei,20,10663,0.0018756447528838038
8,20,10663,0.0018756447528838038
10,19,10663,0.0017818625152396137
wenn,19,10663,0.0017818625152396137
25,19,10663,0.0017818625152396137
6,19,10663,0.0017818625152396137
7,19,10663,0.0017818625152396137
zutaten,19,10663,0.0017818625152396137
suppe,19,10663,0.0017818625152396137
gar,19,10663,0.0017818625152396137
alle,18,10663,0.0016880802775954234
saure,18,10663,0.0016880802775954234
gew,18,10663,0.0016880802775954234
20,18,10663,0.0016880802775954234
reste,17,10663,0.0015942980399512331
können,17,10663,0.0015942980399512331
v,17,10663,0.0015942980399512331
beiguß,17,10663,0.0015942980399512331
hering,17,10663,0.0015942980399512331
23,17,10663,0.0015942980399512331
kartoffelsalat,17,10663,0.0015942980399512331
einer,16,10663,0.001500515802307043
sich,16,10663,0.001500515802307043
28,16,10663,0.001500515802307043
18,16,10663,0.001500515802307043
verwendet,16,10663,0.001500515802307043
15,16,10663,0.001500515802307043
kocht,16,10663,0.001500515802307043
einem,16,10663,0.001500515802307043
wie,15,10663,0.0014067335646628528
30,15,10663,0.0014067335646628528
gibt,15,10663,0.0014067335646628528
klöße,14,10663,0.0013129513270186627
13,14,10663,0.0013129513270186627
so,14,10663,0.0013129513270186627
kalt,14,10663,0.0013129513270186627
braun,14,10663,0.0013129513270186627
abgeschmeckt,14,10663,0.0013129513270186627
geschnitten,14,10663,0.0013129513270186627
bei,14,10663,0.0013129513270186627
ab,14,10663,0.0013129513270186627
ge,13,10663,0.0012191690893744724
läßt,13,10663,0.0012191690893744724
rohe,13,10663,0.0012191690893744724
gwk,13,10663,0.0012191690893744724
hirse,13,10663,0.0012191690893744724
k,13,10663,0.0012191690893744724
lorbl,13,10663,0.0012191690893744724
b,13,10663,0.0012191690893744724
form,13,10663,0.0012191690893744724
nur,13,10663,0.0012191690893744724
fisch,13,10663,0.0012191690893744724
masse,13,10663,0.0012191690893744724
brot,13,10663,0.0012191690893744724
zur,12,10663,0.0011253868517302824
gerichte,12,10663,0.0011253868517302824
gemacht,12,10663,0.0011253868517302824
gegräupe,12,10663,0.0011253868517302824
11,12,10663,0.0011253868517302824
g,12,10663,0.0011253868517302824
kaltem,12,10663,0.0011253868517302824
zimt,12,10663,0.0011253868517302824
weich,12,10663,0.0011253868517302824
reis,12,10663,0.0011253868517302824
geröstet,12,10663,0.0011253868517302824
als,12,10663,0.0011253868517302824
gegeben,12,10663,0.0011253868517302824
einen,12,10663,0.0011253868517302824
äpfel,12,10663,0.0011253868517302824
dazu,12,10663,0.0011253868517302824
eier,12,10663,0.0011253868517302824
ans,12,10663,0.0011253868517302824
uud,12,10663,0.0011253868517302824
grieß,12,10663,0.0011253868517302824
gebacken,11,10663,0.001031604614086092
suppen,11,10663,0.001031604614086092
27,11,10663,0.001031604614086092
abgewaschen,11,10663,0.001031604614086092
ersatz,11,10663,0.001031604614086092
24,11,10663,0.001031604614086092
daß,11,10663,0.001031604614086092
salzwasser,11,10663,0.001031604614086092
12,11,10663,0.001031604614086092
17,11,10663,0.001031604614086092
vor,11,10663,0.001031604614086092
29,11,10663,0.001031604614086092
kx,11,10663,0.001031604614086092
semmel,11,10663,0.001031604614086092
hergestellt,11,10663,0.001031604614086092
am,11,10663,0.001031604614086092
art,10,10663,0.0009378223764419019
14,10,10663,0.0009378223764419019
rohen,10,10663,0.0009378223764419019
gewürzen,10,10663,0.0009378223764419019
zwiebeln,10,10663,0.0009378223764419019
«,10,10663,0.0009378223764419019
ei,10,10663,0.0009378223764419019
einbrenne,10,10663,0.0009378223764419019
t,10,10663,0.0009378223764419019
nahrungsmittel,10,10663,0.0009378223764419019
schale,10,10663,0.0009378223764419019
heiß,10,10663,0.0009378223764419019
einfach,10,10663,0.0009378223764419019
fische,10,10663,0.0009378223764419019
diese,10,10663,0.0009378223764419019
backen,10,10663,0.0009378223764419019
heißem,10,10663,0.0009378223764419019
min,10,10663,0.0009378223764419019
9,9,10663,0.0008440401387977117
gelegt,9,10663,0.0008440401387977117
scheiben,9,10663,0.0008440401387977117
ohne,9,10663,0.0008440401387977117
26,9,10663,0.0008440401387977117
teig,9,10663,0.0008440401387977117
buttermilch,9,10663,0.0008440401387977117
brei,9,10663,0.0008440401387977117
seite,9,10663,0.0008440401387977117
vermischt,9,10663,0.0008440401387977117
honig,9,10663,0.0008440401387977117
schnee,9,10663,0.0008440401387977117
seiten,9,10663,0.0008440401387977117
x,9,10663,0.0008440401387977117
pell,9,10663,0.0008440401387977117
stellt,9,10663,0.0008440401387977117
alles,9,10663,0.0008440401387977117
allen,9,10663,0.0008440401387977117
gegossen,9,10663,0.0008440401387977117
noch,9,10663,0.0008440401387977117
frisches,9,10663,0.0008440401387977117
250,9,10663,0.0008440401387977117
d,9,10663,0.0008440401387977117
welche,8,10663,0.0007502579011535215
22,8,10663,0.0007502579011535215
kartoffelsuppe,8,10663,0.0007502579011535215
bündig,8,10663,0.0007502579011535215
sonntagefsen,8,10663,0.0007502579011535215
gek,8,10663,0.0007502579011535215
braten,8,10663,0.0007502579011535215
gut,8,10663,0.0007502579011535215
graupe,8,10663,0.0007502579011535215
gerührt,8,10663,0.0007502579011535215
kochkiste,8,10663,0.0007502579011535215
sauerkraut,8,10663,0.0007502579011535215
her,8,10663,0.0007502579011535215
sein,8,10663,0.0007502579011535215
sehr,8,10663,0.0007502579011535215
knapp,8,10663,0.0007502579011535215
um,8,10663,0.0007502579011535215
geschmack,8,10663,0.0007502579011535215
