ngram,count,total_words,frequency
und,706,23083,0.030585279209808084
die,508,23083,0.022007538014989385
mit,483,23083,0.02092448988433046
man,464,23083,0.020101373305029674
in,384,23083,0.01663561928692111
der,275,23083,0.011913529437248192
zu,252,23083,0.010917125157041978
oder,252,23083,0.010917125157041978
sie,227,23083,0.009834077026383052
auch,216,23083,0.009357535848893124
den,201,23083,0.00870770697049777
ist,199,23083,0.008621063120045055
das,189,23083,0.008187843867781484
werden,184,23083,0.0079712342416497
dann,175,23083,0.007581336914612486
wird,170,23083,0.0073647272884807
etwas,163,23083,0.007061473811896201
auf,153,23083,0.00662825455963263
von,150,23083,0.006498288783953559
dem,145,23083,0.006281679157821774
eine,143,23083,0.00619503530736906
es,138,23083,0.005978425681237274
ein,135,23083,0.005848459905558203
noch,134,23083,0.005805137980331846
nicht,125,23083,0.005415240653294633
wasser,124,23083,0.005371918728068276
2,124,23083,0.005371918728068276
1,123,23083,0.0053285968028419185
sich,120,23083,0.005198631027162847
milch,114,23083,0.004938699475804705
kann,105,23083,0.004548802148767492
als,103,23083,0.004462158298314777
im,101,23083,0.004375514447862063
einem,98,23083,0.004245548672182992
zucker,94,23083,0.004072260971277564
aus,94,23083,0.004072260971277564
nur,91,23083,0.0039422951955984924
wie,90,23083,0.0038989732703721353
läßt,87,23083,0.0037690074946930643
nach,86,23083,0.003725685569466707
so,85,23083,0.00368236364424035
sind,84,23083,0.003639041719013993
für,81,23083,0.003509075943334922
salz,78,23083,0.0033791101676558504
gut,77,23083,0.0033357882424294937
butter,75,23083,0.0032491443919767794
gibt,71,23083,0.0030758566910713513
diese,69,23083,0.002989212840618637
ganz,68,23083,0.00294589091539228
bei,67,23083,0.002902568990165923
an,65,23083,0.002815925139713209
kartoffeln,64,23083,0.0027726032144868517
einer,63,23083,0.0027292812892604945
er,62,23083,0.002685959364034138
wenn,62,23083,0.002685959364034138
einen,60,23083,0.0025993155135814235
3,60,23083,0.0025993155135814235
minuten,60,23083,0.0025993155135814235
daß,59,23083,0.0025559935883550664
ge,58,23083,0.0025126716631287092
sauce,56,23083,0.0024260278126759954
kochen,56,23083,0.0024260278126759954
dazu,56,23083,0.0024260278126759954
bis,53,23083,0.002296062036996924
durch,51,23083,0.00220941818654421
muß,50,23083,0.002166096261317853
des,50,23083,0.002166096261317853
ihn,48,23083,0.0020794524108651386
fleisch,48,23083,0.0020794524108651386
eßlöffel,48,23083,0.0020794524108651386
kocht,47,23083,0.002036130485638782
gekocht,47,23083,0.002036130485638782
messerspitze,47,23083,0.002036130485638782
liter,47,23083,0.002036130485638782
zum,46,23083,0.001992808560412425
fett,45,23083,0.0019494866351860676
braten,44,23083,0.0019061647099597107
aber,44,23083,0.0019061647099597107
vor,43,23083,0.0018628427847333536
geschmack,43,23083,0.0018628427847333536
essig,42,23083,0.0018195208595069964
salat,42,23083,0.0018195208595069964
mehl,40,23083,0.0017328770090542824
4,40,23083,0.0017328770090542824
besonders,40,23083,0.0017328770090542824
löffel,39,23083,0.0016895550838279252
ohne,37,23083,0.0016029112333752111
am,37,23083,0.0016029112333752111
damit,36,23083,0.0015595893081488542
gar,35,23083,0.001516267382922497
pfund,35,23083,0.001516267382922497
stunde,34,23083,0.00147294545769614
wenig,34,23083,0.00147294545769614
z,34,23083,0.00147294545769614
sieb,33,23083,0.001429623532469783
einige,33,23083,0.001429623532469783
hat,33,23083,0.001429623532469783
spinat,32,23083,0.0013863016072434258
10,32,23083,0.0013863016072434258
um,32,23083,0.0013863016072434258
unter,31,23083,0.001342979682017069
suppe,31,23083,0.001342979682017069
stunden,30,23083,0.0012996577567907118
sein,30,23083,0.0012996577567907118
sehr,29,23083,0.0012563358315643546
gemüse,29,23083,0.0012563358315643546
erbsen,29,23083,0.0012563358315643546
teelöffel,29,23083,0.0012563358315643546
saure,29,23083,0.0012563358315643546
lassen,29,23083,0.0012563358315643546
verwenden,29,23083,0.0012563358315643546
da,28,23083,0.0012130139063379977
pfeffer,28,23083,0.0012130139063379977
mehr,28,23083,0.0012130139063379977
sondern,27,23083,0.0011696919811116405
reis,27,23083,0.0011696919811116405
i,27,23083,0.0011696919811116405
kleinen,26,23083,0.0011263700558852836
wer,26,23083,0.0011263700558852836
ab,26,23083,0.0011263700558852836
dieser,25,23083,0.0010830481306589265
feuer,25,23083,0.0010830481306589265
seite,25,23083,0.0010830481306589265
stehen,24,23083,0.0010397262054325693
je,24,23083,0.0010397262054325693
bratkartoffeln,24,23083,0.0010397262054325693
eier,24,23083,0.0010397262054325693
gekochte,24,23083,0.0010397262054325693
äpfel,24,23083,0.0010397262054325693
jedoch,24,23083,0.0010397262054325693
weich,24,23083,0.0010397262054325693
vom,24,23083,0.0010397262054325693
gegessen,23,23083,0.0009964042802062124
speck,23,23083,0.0009964042802062124
wieder,23,23083,0.0009964042802062124
zur,23,23083,0.0009964042802062124
kohl,23,23083,0.0009964042802062124
geben,22,23083,0.0009530823549798554
kurz,22,23083,0.0009530823549798554
beeren,22,23083,0.0009530823549798554
zusammen,22,23083,0.0009530823549798554
wo,21,23083,0.0009097604297534982
zwiebel,21,23083,0.0009097604297534982
erst,21,23083,0.0009097604297534982
soll,21,23083,0.0009097604297534982
was,21,23083,0.0009097604297534982
obst,20,23083,0.0008664385045271412
über,20,23083,0.0008664385045271412
masse,20,23083,0.0008664385045271412
einbrenne,19,23083,0.0008231165793007841
legt,19,23083,0.0008231165793007841
anstatt,19,23083,0.0008231165793007841
5,19,23083,0.0008231165793007841
bestreut,19,23083,0.0008231165793007841
bohnen,19,23083,0.0008231165793007841
kleine,19,23083,0.0008231165793007841
reichlich,19,23083,0.0008231165793007841
topf,19,23083,0.0008231165793007841
art,19,23083,0.0008231165793007841
frische,19,23083,0.0008231165793007841
ebenso,19,23083,0.0008231165793007841
kommt,19,23083,0.0008231165793007841
ver,19,23083,0.0008231165793007841
20,19,23083,0.0008231165793007841
weil,19,23083,0.0008231165793007841
geschnitten,19,23083,0.0008231165793007841
doch,19,23083,0.0008231165793007841
ganzen,19,23083,0.0008231165793007841
zeit,18,23083,0.0007797946540744271
braucht,18,23083,0.0007797946540744271
beim,18,23083,0.0007797946540744271
möhren,18,23083,0.0007797946540744271
hinein,18,23083,0.0007797946540744271
hier,17,23083,0.00073647272884807
etwa,17,23083,0.00073647272884807
zirka,17,23083,0.00073647272884807
pellkartoffeln,17,23083,0.00073647272884807
ganze,17,23083,0.00073647272884807
kochkiste,17,23083,0.00073647272884807
sofort,17,23083,0.00073647272884807
alles,17,23083,0.00073647272884807
mau,17,23083,0.00073647272884807
rührei,17,23083,0.00073647272884807
schneidet,17,23083,0.00073647272884807
viel,17,23083,0.00073647272884807
