ngram,count,total_words,frequency
und,1602,51998,0.030808877264510173
die,1202,51998,0.023116273702834724
man,878,51998,0.01688526481787761
mit,878,51998,0.01688526481787761
in,824,51998,0.015846763337051425
der,657,51998,0.012635101350051924
„,599,51998,0.011519673833608985
gramm,574,51998,0.01103888611100427
zu,535,51998,0.010288857263740913
1,520,51998,0.010000384630178084
werden,485,51998,0.009327281818531482
ist,442,51998,0.008500326935651371
das,436,51998,0.00838493788222624
wird,436,51998,0.00838493788222624
margarine,399,51998,0.007673372052771261
kartoffeln,391,51998,0.007519519981537752
sie,369,51998,0.007096426785645602
2,367,51998,0.007057963767837225
den,346,51998,0.006654102080849263
es,330,51998,0.006346397938382245
wasser,328,51998,0.006307934920573868
salz,311,51998,0.005980999269202662
0,308,51998,0.005923304742490095
mehl,300,51998,0.005769452671256587
oder,297,51998,0.005711758144544021
zucker,294,51998,0.005654063617831455
milch,282,51998,0.005423285510981191
liter,258,51998,0.004961729297280664
3,253,51998,0.004865571752759722
dann,252,51998,0.004846340243855533
so,241,51998,0.004634793645909458
4,241,51998,0.004634793645909458
5,240,51998,0.004615562137005269
eine,234,51998,0.004500173083580137
von,232,51998,0.00446171006577176
nicht,231,51998,0.004442478556867572
für,231,51998,0.004442478556867572
wenn,229,51998,0.004404015539059195
daß,223,51998,0.004288626485634063
auf,221,51998,0.004250163467825686
kann,220,51998,0.004230931958921497
ein,207,51998,0.003980922343167045
bis,198,51998,0.003807838763029347
sind,196,51998,0.00376937574522097
eßl,193,51998,0.003711681218508404
dem,176,51998,0.0033847455671371976
nach,172,51998,0.003307819531520443
er,161,51998,0.003096272933574368
etwas,158,51998,0.003038578406861802
aber,157,51998,0.0030193468979576137
auch,155,51998,0.0029808838801492366
50,149,51998,0.0028654948267241047
6,147,51998,0.0028270318089157276
sich,139,51998,0.0026731797376822186
gekocht,136,51998,0.0026154852109696526
kochen,135,51998,0.002596253702065464
wie,131,51998,0.0025193276664487096
dazu,130,51998,0.002500096157544521
fleisch,129,51998,0.002480864648640332
als,127,51998,0.002442401630831955
gibt,127,51998,0.002442401630831955
im,126,51998,0.0024231701219277666
diese,125,51998,0.0024039386130235776
100,125,51998,0.0024039386130235776
8,121,51998,0.002327012577406823
10,121,51998,0.002327012577406823
an,120,51998,0.0023077810685026346
20,119,51998,0.002288549559598446
nur,117,51998,0.0022500865417900686
hat,115,51998,0.0022116235239816916
rüben,115,51998,0.0022116235239816916
brot,115,51998,0.0022116235239816916
7,114,51998,0.002192392015077503
gut,110,51998,0.0021154659794607486
40,109,51998,0.00209623447055656
geh,109,51998,0.00209623447055656
zum,106,51998,0.002038539943843994
ich,106,51998,0.002038539943843994
aus,105,51998,0.0020193084349398056
30,103,51998,0.001980845417131428
einen,103,51998,0.001980845417131428
einer,103,51998,0.001980845417131428
bei,98,51998,0.001884687872610485
gestr,98,51998,0.001884687872610485
muß,97,51998,0.0018654563637062963
pfennig,97,51998,0.0018654563637062963
pfeffer,94,51998,0.0018077618369937306
abgerahmte,93,51998,0.0017885303280895418
ei,93,51998,0.0017885303280895418
15,93,51998,0.0017885303280895418
dies,92,51998,0.0017692988191853533
zwiebeln,91,51998,0.0017500673102811646
einem,91,51998,0.0017500673102811646
läßt,89,51998,0.0017116042924727873
250,89,51998,0.0017116042924727873
soße,88,51998,0.0016923727835685988
kalorien,88,51998,0.0016923727835685988
butter,88,51998,0.0016923727835685988
60,87,51998,0.00167314127466441
des,87,51998,0.00167314127466441
eier,86,51998,0.0016539097657602216
durch,82,51998,0.001576983730143467
weich,82,51998,0.001576983730143467
200,80,51998,0.0015385207123350898
i,79,51998,0.001519289203430901
am,78,51998,0.0015000576945267126
stunde,77,51998,0.0014808261856225238
ihn,76,51998,0.0014615946767183353
g,73,51998,0.0014039001500057696
ge,73,51998,0.0014039001500057696
essen,73,51998,0.0014039001500057696
