ngram,count,total_words,frequency
und,1002,23926,0.04187912730920338
die,679,23926,0.028379169104739616
mit,635,23926,0.026540165510323496
in,598,23926,0.02499373066956449
man,485,23926,0.02027083507481401
1,330,23926,0.013792526958120872
der,293,23926,0.012246092117361865
den,258,23926,0.010783248349076319
oder,239,23926,0.00998913316057845
das,232,23926,0.009696564406921342
zu,212,23926,0.008860653682186742
2,207,23926,0.008651676001003092
werden,187,23926,0.007815765276268495
butter,182,23926,0.0076067875950848445
dem,173,23926,0.007230627768954276
wasser,166,23926,0.006938059015297166
wird,160,23926,0.006687285797876787
auf,151,23926,0.006311125971746217
mehl,149,23926,0.006227534899272758
pfd,146,23926,0.006102148290562568
eine,142,23926,0.005934966145615648
sie,134,23926,0.005600601855721809
ein,125,23926,0.005224442029591239
fett,120,23926,0.00501546434840759
zucker,115,23926,0.004806486667223941
an,115,23926,0.004806486667223941
3,114,23926,0.00476469113098721
eßlöffel,111,23926,0.004639304522277021
von,108,23926,0.004513917913566831
kartoffeln,106,23926,0.004430326841093371
einem,103,23926,0.004304940232383181
nicht,100,23926,0.004179553623672992
etwas,99,23926,0.004137758087436261
aus,99,23926,0.004137758087436261
durch,97,23926,0.004054167014962802
milch,94,23926,0.003928780406252612
gibt,92,23926,0.0038451893337791525
läßt,90,23926,0.0037615982613056925
zum,88,23926,0.003678007188832233
liter,88,23926,0.003678007188832233
ist,87,23926,0.0036362116525955027
gr,87,23926,0.0036362116525955027
salz,83,23926,0.003469029507648583
einen,81,23926,0.003385438435175123
zwiebel,79,23926,0.0033018473627016635
im,79,23926,0.0033018473627016635
ei,78,23926,0.0032600518264649337
einer,78,23926,0.0032600518264649337
weich,75,23926,0.003134665217754744
ge,74,23926,0.0030928696815180137
auch,68,23926,0.0028420964640976346
es,66,23926,0.0027585053916241746
dazu,66,23926,0.0027585053916241746
gekocht,66,23926,0.0027585053916241746
aber,64,23926,0.0026749143191507146
salzwasser,64,23926,0.0026749143191507146
nach,63,23926,0.0026331187829139848
saft,63,23926,0.0026331187829139848
dann,62,23926,0.002591323246677255
tunke,61,23926,0.0025495277104405248
geschnitten,61,23926,0.0025495277104405248
sich,61,23926,0.0025495277104405248
kann,60,23926,0.002507732174203795
gut,59,23926,0.002465936637967065
bei,59,23926,0.002465936637967065
kochen,57,23926,0.002382345565493605
gegeben,57,23926,0.002382345565493605
fleisch,56,23926,0.0023405500292568754
pfeffer,56,23926,0.0023405500292568754
4,56,23926,0.0023405500292568754
daß,55,23926,0.0022987544930201456
bereitet,55,23926,0.0022987544930201456
so,53,23926,0.0022151634205466856
wir,51,23926,0.0021315723480732256
des,51,23926,0.0021315723480732256
für,51,23926,0.0021315723480732256
diese,50,23926,0.002089776811836496
ich,49,23926,0.002047981275599766
unter,49,23926,0.002047981275599766
nun,47,23926,0.001964390203126306
suppe,46,23926,0.0019225946668895762
reis,46,23926,0.0019225946668895762
sehr,45,23926,0.0018807991306528462
bis,44,23926,0.0018390035944161165
als,43,23926,0.0017972080581793864
salat,43,23926,0.0017972080581793864
wenig,42,23926,0.0017554125219426564
fisch,42,23926,0.0017554125219426564
ihn,41,23926,0.0017136169857059267
vor,40,23926,0.0016718214494691967
essig,40,23926,0.0016718214494691967
zur,40,23926,0.0016718214494691967
am,39,23926,0.0016300259132324669
ab,39,23926,0.0016300259132324669
kocht,39,23926,0.0016300259132324669
teig,39,23926,0.0016300259132324669
scheiben,38,23926,0.0015882303769957369
gemüse,37,23926,0.0015464348407590069
sind,37,23926,0.0015464348407590069
legt,36,23926,0.001504639304522277
trockenmilch,36,23926,0.001504639304522277
über,35,23926,0.001462843768285547
wie,35,23926,0.001462843768285547
petersilie,34,23926,0.0014210482320488173
semmelmehl,34,23926,0.0014210482320488173
bohnen,34,23926,0.0014210482320488173
füllt,33,23926,0.0013792526958120873
semmel,33,23926,0.0013792526958120873
einige,32,23926,0.0013374571595753573
zusammen,32,23926,0.0013374571595753573
salzkartoffeln,31,23926,0.0012956616233386275
kleine,31,23926,0.0012956616233386275
suppengrün,31,23926,0.0012956616233386275
nur,30,23926,0.0012538660871018975
tomaten,30,23926,0.0012538660871018975
mehr,30,23926,0.0012538660871018975
zitronensaft,29,23926,0.0012120705508651677
z,29,23926,0.0012120705508651677
nochmals,29,23926,0.0012120705508651677
stehen,29,23926,0.0012120705508651677
anrichten,29,23926,0.0012120705508651677
b,28,23926,0.0011702750146284377
tage,28,23926,0.0011702750146284377
ohne,28,23926,0.0011702750146284377
speck,27,23926,0.0011284794783917077
große,27,23926,0.0011284794783917077
gestellt,27,23926,0.0011284794783917077
masse,27,23926,0.0011284794783917077
hinzu,26,23926,0.001086683942154978
küche,26,23926,0.001086683942154978
form,26,23926,0.001086683942154978
zitrone,26,23926,0.001086683942154978
fein,26,23926,0.001086683942154978
6,26,23926,0.001086683942154978
etwa,26,23926,0.001086683942154978
nimmt,25,23926,0.001044888405918248
flaschen,25,23926,0.001044888405918248
kaltem,25,23926,0.001044888405918248
ganze,25,23926,0.001044888405918248
klöße,25,23926,0.001044888405918248
stücke,25,23926,0.001044888405918248
sparkocher,25,23926,0.001044888405918248
sellerieknolle,25,23926,0.001044888405918248
mittelgroße,25,23926,0.001044888405918248
eier,25,23926,0.001044888405918248
zwiebeln,25,23926,0.001044888405918248
gebracht,25,23926,0.001044888405918248
wallnußgroß,25,23926,0.001044888405918248
5,24,23926,0.001003092869681518
hat,24,23926,0.001003092869681518
stunde,24,23926,0.001003092869681518
hammelfleisch,24,23926,0.001003092869681518
rosinen,23,23926,0.0009612973334447881
wenn,23,23926,0.0009612973334447881
richtet,23,23926,0.0009612973334447881
art,23,23926,0.0009612973334447881
10,23,23926,0.0009612973334447881
reichlich,23,23926,0.0009612973334447881
verwendung,23,23926,0.0009612973334447881
würfel,22,23926,0.0009195017972080582
ganz,22,23926,0.0009195017972080582
um,22,23926,0.0009195017972080582
gehackte,22,23926,0.0009195017972080582
gebacken,22,23926,0.0009195017972080582
fügt,21,23926,0.0008777062609713282
backt,21,23926,0.0008777062609713282
noch,21,23926,0.0008777062609713282
rührt,21,23926,0.0008777062609713282
gewürz,21,23926,0.0008777062609713282
gedämpft,21,23926,0.0008777062609713282
weise,21,23926,0.0008777062609713282
geschnittenen,21,23926,0.0008777062609713282
teelöffel,21,23926,0.0008777062609713282
sieb,21,23926,0.0008777062609713282
er,20,23926,0.0008359107247345983
i,20,23926,0.0008359107247345983
schale,20,23926,0.0008359107247345983
früchte,20,23926,0.0008359107247345983
verwenden,20,23926,0.0008359107247345983
gerührt,20,23926,0.0008359107247345983
setzt,20,23926,0.0008359107247345983
haben,19,23926,0.0007941151884978684
früchten,19,23926,0.0007941151884978684
minuten,19,23926,0.0007941151884978684
zimmt,19,23926,0.0007941151884978684
rezepte,19,23926,0.0007941151884978684
nächsten,19,23926,0.0007941151884978684
weichgekocht,19,23926,0.0007941151884978684
geschält,19,23926,0.0007941151884978684
sauerkraut,19,23926,0.0007941151884978684
stellt,19,23926,0.0007941151884978684
kartoffel,19,23926,0.0007941151884978684
gebraten,19,23926,0.0007941151884978684
heißer,19,23926,0.0007941151884978684
fische,18,23926,0.0007523196522611385
muskat,18,23926,0.0007523196522611385
leicht,18,23926,0.0007523196522611385
muß,18,23926,0.0007523196522611385
8,18,23926,0.0007523196522611385
wurzelwerk,18,23926,0.0007523196522611385
nelken,17,23926,0.0007105241160244086
gemischt,17,23926,0.0007105241160244086
pfund,17,23926,0.0007105241160244086
dieser,17,23926,0.0007105241160244086
formt,17,23926,0.0007105241160244086
gelassen,17,23926,0.0007105241160244086
suppen,17,23926,0.0007105241160244086
uns,17,23926,0.0007105241160244086
250,17,23926,0.0007105241160244086
lassen,17,23926,0.0007105241160244086
weißkraut,17,23926,0.0007105241160244086
aufgekocht,17,23926,0.0007105241160244086
sellerie,17,23926,0.0007105241160244086
sein,16,23926,0.0006687285797876786
geben,16,23926,0.0006687285797876786
bestreut,16,23926,0.0006687285797876786
käse,16,23926,0.0006687285797876786
getrieben,16,23926,0.0006687285797876786
a,16,23926,0.0006687285797876786
mittlere,16,23926,0.0006687285797876786
tisch,16,23926,0.0006687285797876786
beim,16,23926,0.0006687285797876786
machen,16,23926,0.0006687285797876786
mohrrüben,16,23926,0.0006687285797876786
einigen,16,23926,0.0006687285797876786
röhre,16,23926,0.0006687285797876786
dies,16,23926,0.0006687285797876786
habe,16,23926,0.0006687285797876786
kotelettes,16,23926,0.0006687285797876786
sondern,16,23926,0.0006687285797876786
doch,16,23926,0.0006687285797876786
nötigen,16,23926,0.0006687285797876786
vom,16,23926,0.0006687285797876786
je,15,23926,0.0006269330435509487
geschmack,15,23926,0.0006269330435509487
indem,15,23926,0.0006269330435509487
aepfel,15,23926,0.0006269330435509487
blumenkohl,15,23926,0.0006269330435509487
pilze,15,23926,0.0006269330435509487
zugabe,15,23926,0.0006269330435509487
speisen,15,23926,0.0006269330435509487
gläser,15,23926,0.0006269330435509487
beeren,15,23926,0.0006269330435509487
würzt,15,23926,0.0006269330435509487
marmelade,14,23926,0.0005851375073142189
belegt,14,23926,0.0005851375073142189
soll,14,23926,0.0005851375073142189
alles,14,23926,0.0005851375073142189
gießt,14,23926,0.0005851375073142189
brühe,14,23926,0.0005851375073142189
sowie,14,23926,0.0005851375073142189
koteletts,14,23926,0.0005851375073142189
allen,14,23926,0.0005851375073142189
geschnittene,14,23926,0.0005851375073142189
seefisch,14,23926,0.0005851375073142189
siehe,14,23926,0.0005851375073142189
alsdann,14,23926,0.0005851375073142189
besonders,14,23926,0.0005851375073142189
heißem,14,23926,0.0005851375073142189
oel,14,23926,0.0005851375073142189
schmeckt,14,23926,0.0005851375073142189
vermengt,14,23926,0.0005851375073142189
zeit,14,23926,0.0005851375073142189
ver,14,23926,0.0005851375073142189
erkalten,14,23926,0.0005851375073142189
müssen,14,23926,0.0005851375073142189
was,13,23926,0.000543341971077489
glas,13,23926,0.000543341971077489
gesalzen,13,23926,0.000543341971077489
glatt,13,23926,0.000543341971077489
ziehen,13,23926,0.000543341971077489
anderen,13,23926,0.000543341971077489
kopf,13,23926,0.000543341971077489
hausfrau,13,23926,0.000543341971077489
weiter,13,23926,0.000543341971077489
nudeln,13,23926,0.000543341971077489
dieses,13,23926,0.000543341971077489
geputzt,13,23926,0.000543341971077489
stück,13,23926,0.000543341971077489
braten,13,23926,0.000543341971077489
gemüsen,13,23926,0.000543341971077489
nunmehr,13,23926,0.000543341971077489
corinthen,13,23926,0.000543341971077489
rahm,13,23926,0.000543341971077489
darunter,13,23926,0.000543341971077489
kuchen,13,23926,0.000543341971077489
gehackter,13,23926,0.000543341971077489
beigefügt,13,23926,0.000543341971077489
altbackene,13,23926,0.000543341971077489
speise,13,23926,0.000543341971077489
hinein,12,23926,0.000501546434840759
backform,12,23926,0.000501546434840759
grünen,12,23926,0.000501546434840759
übrigen,12,23926,0.000501546434840759
filtriert,12,23926,0.000501546434840759
alle,12,23926,0.000501546434840759
gericht,12,23926,0.000501546434840759
gerieben,12,23926,0.000501546434840759
l,12,23926,0.000501546434840759
kleinwürflig,12,23926,0.000501546434840759
schluß,12,23926,0.000501546434840759
topf,12,23926,0.000501546434840759
grüne,12,23926,0.000501546434840759
wohl,12,23926,0.000501546434840759
erbsen,12,23926,0.000501546434840759
frau,12,23926,0.000501546434840759
diesen,12,23926,0.000501546434840759
be,12,23926,0.000501546434840759
rezept,12,23926,0.000501546434840759
mischt,12,23926,0.000501546434840759
frucht,12,23926,0.000501546434840759
stelle,12,23926,0.000501546434840759
möglichst,12,23926,0.000501546434840759
kriegs,12,23926,0.000501546434840759
geformt,11,23926,0.0004597508986040291
heringe,11,23926,0.0004597508986040291
inzwischen,11,23926,0.0004597508986040291
haarsieb,11,23926,0.0004597508986040291
v,11,23926,0.0004597508986040291
ausgestrichene,11,23926,0.0004597508986040291
dasselbe,11,23926,0.0004597508986040291
bringt,11,23926,0.0004597508986040291
verarbeitet,11,23926,0.0004597508986040291
gefüllt,11,23926,0.0004597508986040291
kraftbrühe,11,23926,0.0004597508986040291
feuer,11,23926,0.0004597508986040291
langsam,11,23926,0.0004597508986040291
brot,11,23926,0.0004597508986040291
stunden,11,23926,0.0004597508986040291
hausfrauen,11,23926,0.0004597508986040291
bedeckt,11,23926,0.0004597508986040291
maggis,11,23926,0.0004597508986040291
vorher,11,23926,0.0004597508986040291
da,11,23926,0.0004597508986040291
rüben,11,23926,0.0004597508986040291
zutaten,11,23926,0.0004597508986040291
weißwein,11,23926,0.0004597508986040291
mandeln,11,23926,0.0004597508986040291
linsen,11,23926,0.0004597508986040291
1li,11,23926,0.0004597508986040291
gurken,11,23926,0.0004597508986040291
gelbe,11,23926,0.0004597508986040291
sieden,11,23926,0.0004597508986040291
muskatnuß,11,23926,0.0004597508986040291
weinessig,11,23926,0.0004597508986040291
immer,11,23926,0.0004597508986040291
lage,11,23926,0.0004597508986040291
kochendem,11,23926,0.0004597508986040291
ebenso,10,23926,0.00041795536236729916
will,10,23926,0.00041795536236729916
hellgelb,10,23926,0.00041795536236729916
zitronenschale,10,23926,0.00041795536236729916
schweinefleisch,10,23926,0.00041795536236729916
60,10,23926,0.00041795536236729916
ablöscht,10,23926,0.00041795536236729916
daran,10,23926,0.00041795536236729916
morgen,10,23926,0.00041795536236729916
rote,10,23926,0.00041795536236729916
praktische,10,23926,0.00041795536236729916
übergießt,10,23926,0.00041795536236729916
können,10,23926,0.00041795536236729916
eines,10,23926,0.00041795536236729916
abgezogen,10,23926,0.00041795536236729916
rohe,10,23926,0.00041795536236729916
würze,10,23926,0.00041795536236729916
senf,10,23926,0.00041795536236729916
entfernt,10,23926,0.00041795536236729916
solche,10,23926,0.00041795536236729916
geröstet,10,23926,0.00041795536236729916
flasche,10,23926,0.00041795536236729916
bouillonwürfel,10,23926,0.00041795536236729916
lorbeerblatt,10,23926,0.00041795536236729916
treibt,10,23926,0.00041795536236729916
frischen,10,23926,0.00041795536236729916
zieht,10,23926,0.00041795536236729916
gedünstet,10,23926,0.00041795536236729916
macht,10,23926,0.00041795536236729916
welchem,10,23926,0.00041795536236729916
heiß,10,23926,0.00041795536236729916
einbrenne,10,23926,0.00041795536236729916
eigelb,10,23926,0.00041795536236729916
lauch,10,23926,0.00041795536236729916
jede,10,23926,0.00041795536236729916
abend,10,23926,0.00041795536236729916
abtropfen,10,23926,0.00041795536236729916
nachdem,10,23926,0.00041795536236729916
fertig,10,23926,0.00041795536236729916
kurz,10,23926,0.00041795536236729916
backpulver,10,23926,0.00041795536236729916
fasan,9,23926,0.00037615982613056927
schnitten,9,23926,0.00037615982613056927
zugegeben,9,23926,0.00037615982613056927
gewohnter,9,23926,0.00037615982613056927
aufkochen,9,23926,0.00037615982613056927
häufig,9,23926,0.00037615982613056927
gewaschen,9,23926,0.00037615982613056927
angebraten,9,23926,0.00037615982613056927
ebenfalls,9,23926,0.00037615982613056927
überstreut,9,23926,0.00037615982613056927
schuß,9,23926,0.00037615982613056927
125,9,23926,0.00037615982613056927
kalt,9,23926,0.00037615982613056927
nacht,9,23926,0.00037615982613056927
finden,9,23926,0.00037615982613056927
diesem,9,23926,0.00037615982613056927
j,9,23926,0.00037615982613056927
hase,9,23926,0.00037615982613056927
zugesetzt,9,23926,0.00037615982613056927
dicken,9,23926,0.00037615982613056927
halben,9,23926,0.00037615982613056927
bäckt,9,23926,0.00037615982613056927
klar,9,23926,0.00037615982613056927
darüber,9,23926,0.00037615982613056927
lagenweise,9,23926,0.00037615982613056927
eigenen,9,23926,0.00037615982613056927
getan,9,23926,0.00037615982613056927
streifen,9,23926,0.00037615982613056927
darf,9,23926,0.00037615982613056927
voll,9,23926,0.00037615982613056927
100,9,23926,0.00037615982613056927
^,9,23926,0.00037615982613056927
schneidet,9,23926,0.00037615982613056927
damit,9,23926,0.00037615982613056927
200,9,23926,0.00037615982613056927
gekochte,9,23926,0.00037615982613056927
mehlschwitze,9,23926,0.00037615982613056927
viel,9,23926,0.00037615982613056927
maismehl,9,23926,0.00037615982613056927
winke,9,23926,0.00037615982613056927
bindet,9,23926,0.00037615982613056927
soviel,9,23926,0.00037615982613056927
wirsing,9,23926,0.00037615982613056927
wege,9,23926,0.00037615982613056927
aller,9,23926,0.00037615982613056927
verwendet,9,23926,0.00037615982613056927
wurde,8,23926,0.0003343642898938393
bekannter,8,23926,0.0003343642898938393
ersatz,8,23926,0.0003343642898938393
großen,8,23926,0.0003343642898938393
keller,8,23926,0.0003343642898938393
abgelöscht,8,23926,0.0003343642898938393
gekochten,8,23926,0.0003343642898938393
sardellen,8,23926,0.0003343642898938393
beigegeben,8,23926,0.0003343642898938393
eingeweicht,8,23926,0.0003343642898938393
see,8,23926,0.0003343642898938393
teller,8,23926,0.0003343642898938393
eiweiß,8,23926,0.0003343642898938393
kaninchen,8,23926,0.0003343642898938393
hasen,8,23926,0.0003343642898938393
grünkohl,8,23926,0.0003343642898938393
geriebener,8,23926,0.0003343642898938393
sämig,8,23926,0.0003343642898938393
zusatz,8,23926,0.0003343642898938393
zerpflückt,8,23926,0.0003343642898938393
verkorkt,8,23926,0.0003343642898938393
hackmaschine,8,23926,0.0003343642898938393
gewiegt,8,23926,0.0003343642898938393
maisgrieß,8,23926,0.0003343642898938393
klein,8,23926,0.0003343642898938393
abgetropft,8,23926,0.0003343642898938393
bohnenkraut,8,23926,0.0003343642898938393
15,8,23926,0.0003343642898938393
gar,8,23926,0.0003343642898938393
dünstet,8,23926,0.0003343642898938393
verrührt,8,23926,0.0003343642898938393
haut,8,23926,0.0003343642898938393
seiner,8,23926,0.0003343642898938393
heraus,8,23926,0.0003343642898938393
gerichte,8,23926,0.0003343642898938393
besten,8,23926,0.0003343642898938393
reichen,8,23926,0.0003343642898938393
spinat,8,23926,0.0003343642898938393
außerordentlich,8,23926,0.0003343642898938393
hühner,8,23926,0.0003343642898938393
bratet,8,23926,0.0003343642898938393
anzahl,8,23926,0.0003343642898938393
unsere,8,23926,0.0003343642898938393
