ngram,count,total_words,frequency
gr,388,10197,0.038050406982445814
und,328,10197,0.03216632342845935
mit,238,10197,0.023340198097479652
die,163,10197,0.015985093654996566
von,116,10197,0.011375894871040503
in,107,10197,0.010493282337942533
zucker,106,10197,0.010395214278709425
der,93,10197,0.009120329508679022
masse,89,10197,0.008728057271746591
oder,78,10197,0.007649308620182407
150,78,10197,0.007649308620182407
werden,77,10197,0.007551240560949299
zu,76,10197,0.007453172501716191
mehl,69,10197,0.006766696087084437
z,68,10197,0.006668628027851329
wasser,68,10197,0.006668628027851329
1,66,10197,0.006472491909385114
man,65,10197,0.006374423850152006
100,63,10197,0.00617828773168579
etwas,62,10197,0.0060802196724526825
liter,58,10197,0.005687947435520251
wird,54,10197,0.00529567519858782
butter,53,10197,0.005197607139354713
gramm,51,10197,0.005001471020888497
dann,49,10197,0.004805334902422281
backpulver,49,10197,0.004805334902422281
auf,47,10197,0.004609198783956065
pfd,46,10197,0.004511130724722957
ist,46,10197,0.004511130724722957
eier,45,10197,0.00441306266548985
dem,43,10197,0.004216926547023634
das,41,10197,0.0040207904285574185
den,41,10197,0.0040207904285574185
nach,41,10197,0.0040207904285574185
wie,36,10197,0.00353045013239188
2,36,10197,0.00353045013239188
50,35,10197,0.0034323820731587723
nicht,34,10197,0.0033343140139256646
eine,34,10197,0.0033343140139256646
aus,34,10197,0.0033343140139256646
mandeln,33,10197,0.003236245954692557
sie,33,10197,0.003236245954692557
für,32,10197,0.003138177895459449
ein,32,10197,0.003138177895459449
unter,32,10197,0.003138177895459449
^,30,10197,0.0029420417769932335
backen,30,10197,0.0029420417769932335
auch,30,10197,0.0029420417769932335
eiweiß,30,10197,0.0029420417769932335
als,28,10197,0.002745905658527018
zitrone,27,10197,0.00264783759929391
salz,26,10197,0.0025497695400608024
3,24,10197,0.0023536334215945864
kuchen,23,10197,0.0022555653623614787
teig,23,10197,0.0022555653623614787
zum,23,10197,0.0022555653623614787
200,23,10197,0.0022555653623614787
rühren,23,10197,0.0022555653623614787
20,23,10197,0.0022555653623614787
5,22,10197,0.002157497303128371
torten,22,10197,0.002157497303128371
des,22,10197,0.002157497303128371
300,22,10197,0.002157497303128371
noch,21,10197,0.002059429243895263
sind,21,10197,0.002059429243895263
30,21,10197,0.002059429243895263
zur,21,10197,0.002059429243895263
4,21,10197,0.002059429243895263
böden,21,10197,0.002059429243895263
honig,21,10197,0.002059429243895263
wenn,21,10197,0.002059429243895263
marzipan,20,10197,0.0019613611846621554
kreme,20,10197,0.0019613611846621554
gebacken,20,10197,0.0019613611846621554
geriebene,20,10197,0.0019613611846621554
diese,20,10197,0.0019613611846621554
füllen,19,10197,0.0018632931254290478
oben,19,10197,0.0018632931254290478
im,18,10197,0.00176522506619594
zimt,18,10197,0.00176522506619594
bereitung,18,10197,0.00176522506619594
10,18,10197,0.00176522506619594
500,18,10197,0.00176522506619594
mitte,18,10197,0.00176522506619594
gefüllt,17,10197,0.0016671570069628323
durch,17,10197,0.0016671570069628323
an,17,10197,0.0016671570069628323
6,17,10197,0.0016671570069628323
kartoffeln,17,10197,0.0016671570069628323
75,17,10197,0.0016671570069628323
torte,16,10197,0.0015690889477297245
gibt,16,10197,0.0015690889477297245
einen,16,10197,0.0015690889477297245
vanille,16,10197,0.0015690889477297245
sich,16,10197,0.0015690889477297245
geschmack,16,10197,0.0015690889477297245
250,16,10197,0.0015690889477297245
schnee,16,10197,0.0015690889477297245
es,16,10197,0.0015690889477297245
eigelb,16,10197,0.0015690889477297245
zutaten,15,10197,0.0014710208884966167
bei,15,10197,0.0014710208884966167
kann,15,10197,0.0014710208884966167
dazu,15,10197,0.0014710208884966167
verwendet,15,10197,0.0014710208884966167
ge,15,10197,0.0014710208884966167
zwei,15,10197,0.0014710208884966167
einem,14,10197,0.001372952829263509
folgender,14,10197,0.001372952829263509
zuletzt,14,10197,0.001372952829263509
dieser,14,10197,0.001372952829263509
nur,14,10197,0.001372952829263509
so,14,10197,0.001372952829263509
gemischtes,14,10197,0.001372952829263509
bittere,14,10197,0.001372952829263509
25,14,10197,0.001372952829263509
darunter,13,10197,0.0012748847700304012
400,13,10197,0.0012748847700304012
fein,13,10197,0.0012748847700304012
i,13,10197,0.0012748847700304012
eigelbfarbe,13,10197,0.0012748847700304012
schaumig,13,10197,0.0012748847700304012
trockenmilch,12,10197,0.0011768167107972932
wenig,12,10197,0.0011768167107972932
sowie,12,10197,0.0011768167107972932
80,12,10197,0.0011768167107972932
glasieren,12,10197,0.0011768167107972932
heiß,12,10197,0.0011768167107972932
rührt,12,10197,0.0011768167107972932
pfund,12,10197,0.0011768167107972932
dürfen,12,10197,0.0011768167107972932
lassen,12,10197,0.0011768167107972932
kleine,12,10197,0.0011768167107972932
40,12,10197,0.0011768167107972932
vorschriften,12,10197,0.0011768167107972932
überziehen,12,10197,0.0011768167107972932
be,11,10197,0.0010787486515641855
nelken,11,10197,0.0010787486515641855
marzipanmasse,11,10197,0.0010787486515641855
bis,11,10197,0.0010787486515641855
60,11,10197,0.0010787486515641855
h,11,10197,0.0010787486515641855
festen,11,10197,0.0010787486515641855
warm,11,10197,0.0010787486515641855
erkalten,11,10197,0.0010787486515641855
mehr,11,10197,0.0010787486515641855
unct,11,10197,0.0010787486515641855
förmchen,11,10197,0.0010787486515641855
70,11,10197,0.0010787486515641855
etwa,11,10197,0.0010787486515641855
aprikosen,11,10197,0.0010787486515641855
um,11,10197,0.0010787486515641855
§,11,10197,0.0010787486515641855
verordnung,11,10197,0.0010787486515641855
über,11,10197,0.0010787486515641855
ganz,10,10197,0.0009806805923310777
dünn,10,10197,0.0009806805923310777
einer,10,10197,0.0009806805923310777
15,10,10197,0.0009806805923310777
können,10,10197,0.0009806805923310777
aber,10,10197,0.0009806805923310777
k,10,10197,0.0009806805923310777
vom,10,10197,0.0009806805923310777
sein,10,10197,0.0009806805923310777
milch,10,10197,0.0009806805923310777
schneiden,10,10197,0.0009806805923310777
ü,10,10197,0.0009806805923310777
ohne,10,10197,0.0009806805923310777
geröstete,10,10197,0.0009806805923310777
l,10,10197,0.0009806805923310777
backwaren,9,10197,0.00088261253309797
bienenhonig,9,10197,0.00088261253309797
ei,9,10197,0.00088261253309797
erst,9,10197,0.00088261253309797
halb,9,10197,0.00088261253309797
art,9,10197,0.00088261253309797
fett,9,10197,0.00088261253309797
stück,9,10197,0.00088261253309797
linzerteig,9,10197,0.00088261253309797
tortenmasse,9,10197,0.00088261253309797
staubzucker,9,10197,0.00088261253309797
tüchtig,9,10197,0.00088261253309797
nachdem,9,10197,0.00088261253309797
welche,9,10197,0.00088261253309797
streuen,9,10197,0.00088261253309797
leicht,9,10197,0.00088261253309797
gelatine,9,10197,0.00088261253309797
schlagen,9,10197,0.00088261253309797
makronen,9,10197,0.00088261253309797
16,9,10197,0.00088261253309797
da,9,10197,0.00088261253309797
kapsel,8,10197,0.0007845444738648623
herstellung,8,10197,0.0007845444738648623
gute,8,10197,0.0007845444738648623
dieses,8,10197,0.0007845444738648623
gut,8,10197,0.0007845444738648623
am,8,10197,0.0007845444738648623
boden,8,10197,0.0007845444738648623
massen,8,10197,0.0007845444738648623
brösel,8,10197,0.0007845444738648623
er,8,10197,0.0007845444738648623
sehr,8,10197,0.0007845444738648623
wir,8,10197,0.0007845444738648623
einige,8,10197,0.0007845444738648623
kommen,8,10197,0.0007845444738648623
sirup,8,10197,0.0007845444738648623
«,8,10197,0.0007845444738648623
kilo,8,10197,0.0007845444738648623
eiersatz,8,10197,0.0007845444738648623
folgende,8,10197,0.0007845444738648623
stoffe,8,10197,0.0007845444738648623
kartoffelmehl,8,10197,0.0007845444738648623
unterziehen,8,10197,0.0007845444738648623
kuchenteig,8,10197,0.0007845444738648623
mandelmilch,7,10197,0.0006864764146317545
26,7,10197,0.0006864764146317545
weizenmehl,7,10197,0.0006864764146317545
ofen,7,10197,0.0006864764146317545
ganze,7,10197,0.0006864764146317545
konditorei,7,10197,0.0006864764146317545
gekochte,7,10197,0.0006864764146317545
350,7,10197,0.0006864764146317545
darf,7,10197,0.0006864764146317545
kocht,7,10197,0.0006864764146317545
nüsse,7,10197,0.0006864764146317545
8,7,10197,0.0006864764146317545
a,7,10197,0.0006864764146317545
verboten,7,10197,0.0006864764146317545
erkaltet,7,10197,0.0006864764146317545
abs,7,10197,0.0006864764146317545
v,7,10197,0.0006864764146317545
nnd,7,10197,0.0006864764146317545
wurde,7,10197,0.0006864764146317545
zugeben,7,10197,0.0006864764146317545
120,7,10197,0.0006864764146317545
130,7,10197,0.0006864764146317545
rasch,7,10197,0.0006864764146317545
kochen,7,10197,0.0006864764146317545
schokoladefondant,7,10197,0.0006864764146317545
rand,7,10197,0.0006864764146317545
gewürz,7,10197,0.0006864764146317545
marmelade,7,10197,0.0006864764146317545
kirschwasser,7,10197,0.0006864764146317545
gerührt,7,10197,0.0006864764146317545
zusammen,7,10197,0.0006864764146317545
bestrichen,7,10197,0.0006864764146317545
per,7,10197,0.0006864764146317545
seite,7,10197,0.0006864764146317545
kalt,7,10197,0.0006864764146317545
ersatz,7,10197,0.0006864764146317545
mischen,7,10197,0.0006864764146317545
alles,7,10197,0.0006864764146317545
dünne,7,10197,0.0006864764146317545
gehackte,7,10197,0.0006864764146317545
hierauf,6,10197,0.0005884083553986466
schlagsahne,6,10197,0.0005884083553986466
schäumig,6,10197,0.0005884083553986466
krem,6,10197,0.0005884083553986466
folgenden,6,10197,0.0005884083553986466
vor,6,10197,0.0005884083553986466
blatt,6,10197,0.0005884083553986466
bestreichen,6,10197,0.0005884083553986466
ammonium,6,10197,0.0005884083553986466
orangeat,6,10197,0.0005884083553986466
orange,6,10197,0.0005884083553986466
johannisbeergelee,6,10197,0.0005884083553986466
ltr,6,10197,0.0005884083553986466
d,6,10197,0.0005884083553986466
aller,6,10197,0.0005884083553986466
hirschhornsalz,6,10197,0.0005884083553986466
darauf,6,10197,0.0005884083553986466
?,6,10197,0.0005884083553986466
pfg,6,10197,0.0005884083553986466
?u,6,10197,0.0005884083553986466
gelten,6,10197,0.0005884083553986466
damit,6,10197,0.0005884083553986466
kür,6,10197,0.0005884083553986466
mandel,6,10197,0.0005884083553986466
zi,6,10197,0.0005884083553986466
ziemlich,6,10197,0.0005884083553986466
unterrühren,6,10197,0.0005884083553986466
reiben,6,10197,0.0005884083553986466
kaffee,6,10197,0.0005884083553986466
1915,6,10197,0.0005884083553986466
sofort,6,10197,0.0005884083553986466
füllt,6,10197,0.0005884083553986466
beim,6,10197,0.0005884083553986466
streifen,6,10197,0.0005884083553986466
schnitten,6,10197,0.0005884083553986466
rosa,5,10197,0.0004903402961655388
prise,5,10197,0.0004903402961655388
fertig,5,10197,0.0004903402961655388
saftig,5,10197,0.0004903402961655388
apfelmark,5,10197,0.0004903402961655388
gerieben,5,10197,0.0004903402961655388
kremepulver,5,10197,0.0004903402961655388
zitronenabgeriebenes,5,10197,0.0004903402961655388
deren,5,10197,0.0004903402961655388
syrup,5,10197,0.0004903402961655388
grundmasse,5,10197,0.0004903402961655388
o,5,10197,0.0004903402961655388
ausgebacken,5,10197,0.0004903402961655388
uud,5,10197,0.0004903402961655388
ten,5,10197,0.0004903402961655388
papier,5,10197,0.0004903402961655388
eiern,5,10197,0.0004903402961655388
außerdem,5,10197,0.0004903402961655388
hitze,5,10197,0.0004903402961655388
ver,5,10197,0.0004903402961655388
läuterzucker,5,10197,0.0004903402961655388
schokolade,5,10197,0.0004903402961655388
mehlartige,5,10197,0.0004903402961655388
behandlung,5,10197,0.0004903402961655388
c,5,10197,0.0004903402961655388
rum,5,10197,0.0004903402961655388
eiweißersatz,5,10197,0.0004903402961655388
jeder,5,10197,0.0004903402961655388
un6,5,10197,0.0004903402961655388
nebst,5,10197,0.0004903402961655388
wein,5,10197,0.0004903402961655388
setzen,5,10197,0.0004903402961655388
cler,5,10197,0.0004903402961655388
annanas,5,10197,0.0004903402961655388
90,5,10197,0.0004903402961655388
pistazien,5,10197,0.0004903402961655388
gelöst,5,10197,0.0004903402961655388
läßt,5,10197,0.0004903402961655388
dezember,5,10197,0.0004903402961655388
