ngram,count,total_words,frequency
und,368,8902,0.04133902493821613
man,314,8902,0.035272972365760505
die,222,8902,0.024938216131206472
in,194,8902,0.02179285553808133
sie,160,8902,0.01797348910357223
mit,146,8902,0.01640080880700966
1,139,8902,0.015614468658728375
wasser,132,8902,0.01482812851044709
pfund,118,8902,0.01325544821388452
das,103,8902,0.011570433610424624
läßt,97,8902,0.010896427769040665
2,97,8902,0.010896427769040665
dann,87,8902,0.009773084700067401
zucker,77,8902,0.008649741631094136
salz,75,8902,0.008425073017299483
milch,75,8902,0.008425073017299483
den,74,8902,0.008312738710402157
oder,72,8902,0.008088070096607504
der,70,8902,0.007863401482812851
liter,69,8902,0.007751067175915525
kartoffeln,68,8902,0.007638732869018198
ihn,68,8902,0.007638732869018198
werden,58,8902,0.006515389800044934
gibt,56,8902,0.006290721186250281
ein,55,8902,0.006178386879352954
es,52,8902,0.005841383958660975
dem,51,8902,0.005729049651763648
an,50,8902,0.0056167153448663226
fett,49,8902,0.005504381037968996
kochen,48,8902,0.0053920467310716695
zu,47,8902,0.005279712424174343
auf,47,8902,0.005279712424174343
wird,47,8902,0.005279712424174343
wenn,47,8902,0.005279712424174343
ist,46,8902,0.0051673781172770165
eßlöffel,45,8902,0.00505504381037969
weich,44,8902,0.004942709503482363
gießt,44,8902,0.004942709503482363
eine,41,8902,0.004605706582790384
etwas,37,8902,0.004156369355201079
dazu,36,8902,0.004044035048303752
mehl,35,8902,0.003931700741406426
kocht,35,8902,0.003931700741406426
von,35,8902,0.003931700741406426
hinzu,34,8902,0.003819366434509099
gekocht,31,8902,0.0034823635138171195
klar,29,8902,0.003257694900022467
v,29,8902,0.003257694900022467
kartoffelmehl,28,8902,0.0031453605931251404
ab,27,8902,0.003033026286227814
gramm,27,8902,0.003033026286227814
gut,27,8902,0.003033026286227814
einem,27,8902,0.003033026286227814
fleisch,26,8902,0.0029206919793304874
4,26,8902,0.0029206919793304874
alles,26,8902,0.0029206919793304874
stunde,26,8902,0.0029206919793304874
minuten,26,8902,0.0029206919793304874
am,26,8902,0.0029206919793304874
suppe,25,8902,0.0028083576724331613
gar,25,8902,0.0028083576724331613
butter,25,8902,0.0028083576724331613
pfeffer,24,8902,0.0026960233655358348
kann,24,8902,0.0026960233655358348
nicht,24,8902,0.0026960233655358348
3,24,8902,0.0026960233655358348
nach,24,8902,0.0026960233655358348
bis,23,8902,0.0025836890586385082
noch,23,8902,0.0025836890586385082
aus,22,8902,0.0024713547517411817
uud,22,8902,0.0024713547517411817
sind,22,8902,0.0024713547517411817
hat,22,8902,0.0024713547517411817
er,21,8902,0.002359020444843855
masse,20,8902,0.0022466861379465287
langsam,20,8902,0.0022466861379465287
so,20,8902,0.0022466861379465287
kaltem,19,8902,0.0021343518310492026
durch,19,8902,0.0021343518310492026
wenig,19,8902,0.0021343518310492026
recht,19,8902,0.0021343518310492026
stücke,19,8902,0.0021343518310492026
essig,19,8902,0.0021343518310492026
geriebene,19,8902,0.0021343518310492026
zuletzt,18,8902,0.002022017524151876
zum,18,8902,0.002022017524151876
zwiebel,18,8902,0.002022017524151876
maggi,18,8902,0.002022017524151876
legt,18,8902,0.002022017524151876
äpfel,18,8902,0.002022017524151876
teelöffel,18,8902,0.002022017524151876
