ngram,count,total_words,frequency
mit,130,4484,0.028991971454058876
in,116,4484,0.025869759143621766
die,116,4484,0.025869759143621766
und,111,4484,0.024754683318465656
nnd,73,4484,0.016280107047279214
der,63,4484,0.014049955396966993
werden,59,4484,0.013157894736842105
wird,58,4484,0.012934879571810883
oder,54,4484,0.012042818911685994
man,48,4484,0.010704727921498661
zu,40,4484,0.008920606601248885
2,38,4484,0.00847457627118644
etwas,37,4484,0.00825156110615522
uud,37,4484,0.00825156110615522
eine,33,4484,0.0073595004460303304
salz,33,4484,0.0073595004460303304
wasser,31,4484,0.006913470115967886
das,31,4484,0.006913470115967886
kartoffeln,30,4484,0.006690454950936664
den,28,4484,0.006244424620874219
milch,26,4484,0.005798394290811775
von,24,4484,0.0053523639607493305
i,24,4484,0.0053523639607493305
dem,23,4484,0.005129348795718109
gibt,23,4484,0.005129348795718109
dann,23,4484,0.005129348795718109
fleisch,21,4484,0.004683318465655665
fett,21,4484,0.004683318465655665
mehl,20,4484,0.0044603033006244425
sie,20,4484,0.0044603033006244425
gekocht,19,4484,0.00423728813559322
1,19,4484,0.00423728813559322
läßt,18,4484,0.004014272970561998
einem,18,4484,0.004014272970561998
ein,18,4484,0.004014272970561998
suppe,18,4484,0.004014272970561998
es,17,4484,0.003791257805530776
gut,17,4484,0.003791257805530776
zwiebel,17,4484,0.003791257805530776
4,16,4484,0.003568242640499554
ge,16,4484,0.003568242640499554
ab,16,4484,0.003568242640499554
geschnitten,16,4484,0.003568242640499554
ist,15,4484,0.003345227475468332
ei,15,4484,0.003345227475468332
butter,15,4484,0.003345227475468332
teig,15,4484,0.003345227475468332
pfund,14,4484,0.0031222123104371097
stunde,14,4484,0.0031222123104371097
salzwasser,14,4484,0.0031222123104371097
iu,13,4484,0.0028991971454058875
noch,13,4484,0.0028991971454058875
zucker,13,4484,0.0028991971454058875
dazu,13,4484,0.0028991971454058875
fleischbrühe,13,4484,0.0028991971454058875
einer,12,4484,0.0026761819803746653
kleine,12,4484,0.0026761819803746653
kartoffel,12,4484,0.0026761819803746653
nach,12,4484,0.0026761819803746653
zn,12,4484,0.0026761819803746653
kochen,12,4484,0.0026761819803746653
auf,12,4484,0.0026761819803746653
geriebene,11,4484,0.0024531668153434435
gegeben,11,4484,0.0024531668153434435
als,11,4484,0.0024531668153434435
des,11,4484,0.0024531668153434435
im,11,4484,0.0024531668153434435
mau,10,4484,0.0022301516503122213
sich,10,4484,0.0022301516503122213
eigelb,10,4484,0.0022301516503122213
diese,10,4484,0.0022301516503122213
fein,10,4484,0.0022301516503122213
gebacken,10,4484,0.0022301516503122213
^,10,4484,0.0022301516503122213
scheiben,10,4484,0.0022301516503122213
zeit,9,4484,0.002007136485280999
würfel,9,4484,0.002007136485280999
bis,9,4484,0.002007136485280999
aus,9,4484,0.002007136485280999
gelb,9,4484,0.002007136485280999
